"_DTItemId",EmployeeId,AccountUPN,"test_sum_failures","test_sum_Opened","test_sum_Clicked","test_sum_DataEntered","test_sum_Reported","real_falsepositive","real_truepositive","real_DwellTime","LastUpdatedTimeUTC [UTC]"
"ec9835b8-d126-4fcc-af96-7cdd20dcfb4b",6017,79615c61ab6ed4e18634ab5e6e2cf890,0,2,0,0,8,1,0,336,"5/15/2024, 5:19:28.304 PM"
"273b5e4c-7853-418b-bda1-98e250ad6920",5977,e21a74d1117161face390c0497431a02,0,1,0,0,1,2,0,142160,"5/15/2024, 5:19:28.304 PM"
"a792533e-b143-4c95-abde-b6c399840010",4702,157fa28cbded02605fbd75ed4833ebeb,0,1,0,0,6,2,6,634972,"5/15/2024, 5:19:28.304 PM"
"bfb4fe5c-7ab9-4978-a89c-ec8d24ab0812",8149,2af55dd7d27e6bec88f1b08ab6d9802d,0,0,0,0,3,6,3,191432,"5/15/2024, 5:19:28.304 PM"
"7de15523-330d-4fce-a37d-6d277f353deb",8080,8aa8fb19c9c55408a10d693c0567417d,0,1,0,0,2,4,2,341758,"5/15/2024, 5:19:28.304 PM"
"a0a8a244-ca5f-452e-8632-61dfc0ca4945",6123,c5732d9928dc706ebacdd5b390790db7,0,2,0,0,6,3,8,713317,"5/15/2024, 5:19:28.304 PM"
"ce01210c-6405-421c-af64-6ffcb97065a9",5167,41badbd68d601541cb9e701a627b8416,0,4,0,0,7,15,29,2267147,"5/15/2024, 5:19:28.304 PM"
"3011c8d4-395f-4fc8-ad2f-36f948c3a80b",6708,2103e0effc8a9e943753ee80e9ebe38d,0,2,0,0,6,2,0,43840,"5/15/2024, 5:19:28.304 PM"
"28733e86-9b18-4182-99db-4e453bfbfcc6",8547,84355b92b513ca2be0749fe32bc24ad6,1,4,1,0,9,9,0,1314990,"5/15/2024, 5:19:28.304 PM"
"78629aaf-a8ea-464d-a68d-17dede4bc443",8072,bc6d334274b6345c5b408bc5673cf9be,2,3,2,0,6,3,0,29340,"5/15/2024, 5:19:28.304 PM"
"93cc23d4-9699-4c83-b22a-cf5522a8a69a",2654,68ce7be13843eb443c661e719578d344,0,1,0,0,8,28,8,858003,"5/15/2024, 5:19:28.304 PM"
"98992aad-e48b-4904-9e1a-fe3dad8080d2",8713,5ebb8285167369eb30ecbfe99f57076b,2,5,2,0,4,3,1,246447,"5/15/2024, 5:19:28.304 PM"
"a2cb2675-9f3c-4f0d-a66c-03bb8592b22f",5952,c669fb4d3d237d796e68501f4eec87f0,0,1,0,0,5,4,4,255658,"5/15/2024, 5:19:28.304 PM"
"c78577c6-abd3-4cd3-a21a-d1091049b927",4504,05b8b8048d001547c972866707131179,0,5,0,0,6,0,15,132574,"5/15/2024, 5:19:28.304 PM"
"5b4c159b-b67f-466b-897a-fec594005569",7874,04e50ad541b21be809956859c418f1d3,0,1,0,0,3,2,0,241038,"5/15/2024, 5:19:28.304 PM"
"6d485fae-fca4-448d-913f-0639c0373538",3727,1b287be430a8149d8e5cc981d75ed1be,0,4,0,0,6,2,4,549837,"5/15/2024, 5:19:28.304 PM"
"dec2ed24-71fe-4f32-8ad5-357f55f04fb5",5350,7f8577890f99a56d2a83408e3be37339,0,1,0,0,2,2,1,83472,"5/15/2024, 5:19:28.304 PM"
"5340f5df-6ed6-462a-b14f-a5acf74214b8",6681,b7727d727e9d69b7f228768e319ac9a1,0,2,0,0,9,5,1,235536,"5/15/2024, 5:19:28.304 PM"
"30c8e024-594d-4bf0-a5b5-c577cee32d9c",5614,aec164da716a7d96fa156c5b68e3ee26,0,2,0,0,8,3,2,133993,"5/15/2024, 5:19:28.304 PM"
"e5f2d64c-3dc1-4637-b6e1-507c86201bff",4116,7830c47744cf834f082ecf1d60ba6bda,0,2,0,0,5,2,1,5770,"5/15/2024, 5:19:28.304 PM"
"b6485203-f7c9-4586-9562-347122388a0f",7755,9b38aa33b7223f451436daf135c837c4,0,2,0,0,9,3,1,11366,"5/15/2024, 5:19:28.304 PM"
"ccb3ced0-d56f-495f-9f2f-4b22d6e6c597",6879,5756331d7b1a8ff9a73ab6c197eaa2c4,0,0,0,0,0,1,0,44352,"5/15/2024, 5:19:28.304 PM"
"de3493df-34e1-469a-ba4c-15cd0f032328",8781,d47cecdf2b3d2bff50ea9e8c5c054758,0,1,0,0,2,1,2,162246,"5/15/2024, 5:19:28.304 PM"
"1de3c12c-2ca6-498b-8b8b-c3d90b54f3a4",8894,3f1c0968befdd6ba8b5435b9cf34de13,0,2,0,0,2,0,2,13941,"5/15/2024, 5:19:28.304 PM"
"f57e84cc-6d6b-42e6-9302-4615cbd5c9e6",7315,ea8d316392ea3e68f1c7f500fdfc86be,0,1,0,0,5,0,5,16466,"5/15/2024, 5:19:28.304 PM"
"9b4afc6e-1194-4f04-bf3e-691ae844781c",8962,c8ebb25fd136655ec2382bde477659c9,0,1,0,0,0,0,1,48933,"5/15/2024, 5:19:28.304 PM"
"c620ad60-7e5b-4f9b-aee6-c7e48ed6f7d0",1134,67faa94f635f1d9e9c94b87c47b73c50,0,0,0,0,3,1,1,3880,"5/15/2024, 5:19:28.304 PM"
"42fd069e-24a5-4373-82ad-648afb7f76b2",6465,ebd98181b421b7e027171bca20b313d5,0,1,0,0,3,1,0,5205,"5/15/2024, 5:19:28.304 PM"
"75744863-f681-4b4b-b12a-d89864505821",7703,77940f358f8f2c76637ba25c33aff88a,0,2,0,0,6,2,0,2287,"5/15/2024, 5:19:28.304 PM"
"c9eca86c-7344-480c-94ec-14725715c515",2641,45b63265bcff9a7f77a1de93c5268946,0,3,0,0,8,2,0,14463,"5/15/2024, 5:19:28.304 PM"
"001c5de3-987e-4a4e-ae4c-1f55ed9e594a",5666,6017688ffce9bea178636f7d99d182a6,0,1,0,0,2,1,0,"-145","5/15/2024, 5:19:28.304 PM"
"500a4b63-6337-4596-8bb1-b36cceef1413",6077,21393719955d5a7e2284559cd3f45532,0,0,0,0,0,1,0,13,"5/15/2024, 5:19:28.304 PM"
"3a2e0e1a-a78d-42c8-a42e-347c571bc866",6698,49b02294f733134248c2d74f14b50626,0,2,0,0,7,5,0,28794,"5/15/2024, 5:19:28.304 PM"
"921d8c21-bfd0-4de5-887e-f96801f85837",6573,59e653980c1bbddde81f863387b148e3,0,1,0,0,1,1,1,90918,"5/15/2024, 5:19:28.304 PM"
"d2580cdd-f053-40a5-8616-922d0adf6f10",8806,b99a6ffab128dd9230e4940e24dc5f52,1,4,1,0,6,1,1,88916,"5/15/2024, 5:19:28.304 PM"
"b4cc01d3-22fd-48e4-b5cd-e6de277dd7ef",5366,a3ef35a2124747fda0ebb6c3bf2a85e6,0,3,0,0,5,1,1,90901,"5/15/2024, 5:19:28.304 PM"
"e5639c05-4918-42b8-a4f2-31f2737dc478",7763,42f44f8bfbfc2c18af2eb3711689bce8,0,2,0,0,6,2,0,1330,"5/15/2024, 5:19:28.304 PM"
"0e0c5dec-d8db-4f69-a87d-741ab323c14f",5838,11e1d4cf5da08cdc325309f4f37a1ef6,0,0,0,0,2,1,0,9097,"5/15/2024, 5:19:28.304 PM"
"d7c00e23-52f4-470a-956a-5b6c63e142fa",8570,7387733f465ad5f2d6941d0655369dc1,2,3,2,0,4,3,0,282524,"5/15/2024, 5:19:28.304 PM"
"f0914976-663c-4581-9951-1576fb16e922",5503,b8a3be662dc0cc513a581137316d5627,0,2,0,0,9,1,0,261577,"5/15/2024, 5:19:28.304 PM"
"d8c8e252-c95e-4909-a178-ea3f66b266db",8527,999d7fe28559c3422a0907b0f2be256a,1,7,1,0,6,4,6,711668,"5/15/2024, 5:19:28.304 PM"
"c986a94b-ee5f-4063-9f75-e99653c8dda5",5273,fe3243d68abce286b8bc3d766f247808,1,2,1,0,5,1,17,293391,"5/15/2024, 5:19:28.304 PM"
"191040e5-48e2-4466-bf51-a8539ad684d3",7925,68aa3f69fdb715e75214304a0c316be1,0,3,0,0,8,8,2,185250,"5/15/2024, 5:19:28.304 PM"
"2204117a-12bc-4fc1-9236-34a9b660cbdf",5729,1c96dac2c3d3de0b0b7a33ec5e2e8cbe,0,3,0,0,8,1,0,381,"5/15/2024, 5:19:28.304 PM"
"0456a3e9-15a4-4013-8e6c-2ec612d041da",4107,23a747eda67b5c44a675c464ecabc8c0,0,1,0,0,6,2,0,4106,"5/15/2024, 5:19:28.304 PM"
"7231a08a-ab1c-434f-b8f2-8a773bdea016",1265,fcf2de7c35199064dfeec47f1a9f29b3,0,3,0,0,9,8,7,154995,"5/15/2024, 5:19:28.304 PM"
"f0800f1e-7dd6-4447-b750-8dd5e35fce53",8592,c1819d1b595512fb7ea62cd05c97efca,0,3,0,0,10,15,0,61529,"5/15/2024, 5:19:28.304 PM"
"1a4d005b-b56c-43bd-83ef-48cdbbf897c8",6224,9984b03bdb28e92d96eb777fc9467f16,0,2,0,0,8,0,2,43072,"5/15/2024, 5:19:28.304 PM"
"353bb2e0-f72f-40f5-9083-431d633929b0",4288,c5329b662ef9d55c8dd6c85fe46b2b0e,1,5,1,0,8,3,2,8652,"5/15/2024, 5:19:28.304 PM"
"13c4c3b2-2018-413e-9b78-0b7fc78c72e4",5416,608068859b8428f6d53822d4f09f6141,0,0,0,0,5,11,1,414720,"5/15/2024, 5:19:28.304 PM"
"b1d0f3aa-cbae-457c-988b-ed61097aecac",6033,f273ae5087876e71222bd1d46684269b,0,1,0,0,4,2,2,97413,"5/15/2024, 5:19:28.304 PM"
"2547edd5-4d27-4cff-a4fd-00fbe423a113",4032,e31d50a91a752f7b59f7e6b37617db6b,1,2,1,0,5,2,0,77965,"5/15/2024, 5:19:28.304 PM"
"22250c7c-7ce4-4fec-981c-0a50bdee5c1b",8563,972198c7744295205b1a59719f1333c2,0,0,0,0,1,1,0,2714,"5/15/2024, 5:19:28.304 PM"
"cce258b5-6f34-4bfa-b8f6-dba2d3b1968d",8090,f93d603cb51ed672ae4c203a33cf9ce4,0,2,0,0,5,6,0,509944,"5/15/2024, 5:19:28.304 PM"
"8a18d569-2e4d-456a-81d2-0670d9b720e7",5683,f55a960bd90a74f656b63608cc6032a9,0,4,0,0,7,8,4,946710,"5/15/2024, 5:19:28.304 PM"
"8e217a11-d647-4c1c-ae0d-4a761a04b7ba",5245,4cfdee07ad7a489bf21c65d4e1b83ebe,0,2,0,0,8,7,0,25742,"5/15/2024, 5:19:28.304 PM"
"84d02a77-b927-4a1b-838b-77b4c93cae51",7360,f0ce2566350bc1189dca66bd481fad50,0,2,0,0,8,2,2,58681,"5/15/2024, 5:19:28.304 PM"
"b6cfe492-bbcb-4589-a392-d753dce78305",7240,5f18d9943b420c46774c10396ace4676,0,3,0,0,6,1,0,90365,"5/15/2024, 5:19:28.304 PM"
"98bdf4cb-0484-4ff8-b0a9-e5e167e830dc",6320,ab1910e942950e0993dbf3af2a836a66,0,2,0,0,8,4,3,296394,"5/15/2024, 5:19:28.304 PM"
"c8dead42-0c81-4afe-8121-81ca05e55555",6040,b53554c33a69957eef0b4249dab6d474,0,1,0,0,7,3,0,22944,"5/15/2024, 5:19:28.304 PM"
"652cc134-a066-48ad-bad7-d992126fcdec",4092,e9030799ad0fea8ab07beb307045c401,0,1,0,0,6,3,1,118417,"5/15/2024, 5:19:28.304 PM"
"0a965f5d-290d-4a1d-a9d6-49e1f2615851",5452,86f9bad4e7b5775d547109b20e502ae1,0,2,0,0,5,3,1,301916,"5/15/2024, 5:19:28.304 PM"
"09498b1c-5945-4efd-a4ad-d3c50bb5d8c5",3702,a68746204de64b1089b080b9f5acb52e,0,2,0,0,5,2,0,65359,"5/15/2024, 5:19:28.304 PM"
"32ec46e5-2c8f-4547-a448-6e3f2a61199b",2248,8e6e50c62dd92d831cfc81683c4cefd9,0,0,0,0,5,1,4,609360,"5/15/2024, 5:19:28.304 PM"
"dd41fd2b-86a0-4662-b72b-04e9dfb90f58",2094,b94c226aab6c187be5003c88f7038f1f,0,1,0,0,2,2,0,4395,"5/15/2024, 5:19:28.304 PM"
"22733778-9d16-4671-bcfb-4dd85bddec7c",5323,69537b38bf0a5e435e2be5799c9ad33d,0,5,0,0,6,1,3,98003,"5/15/2024, 5:19:28.304 PM"
"919a8e1d-524b-4cbe-8ecc-a83ca947ea5e",8142,c9e4135770d56d6d159824a9c2ea840c,0,2,0,0,9,2,0,503,"5/15/2024, 5:19:28.304 PM"
"e2270f1f-1160-4059-a949-4f8c7a3e7028",4112,a574bb8366d117c7ed099b2d5259ca3a,0,0,0,0,2,1,0,1982,"5/15/2024, 5:19:28.304 PM"
"5ea3166e-9128-451b-b4a4-4357e939b68a",8828,98309e12e3b08ad06e3bc27ec7ae0dd2,0,0,0,0,0,0,1,359,"5/15/2024, 5:19:28.304 PM"
"23b5c618-f61f-4e85-b7d1-950929ead14b",7889,1161ba4aece5b2523d26d6fd7089a926,1,4,1,0,8,6,1,91224,"5/15/2024, 5:19:28.304 PM"
"5107a907-b625-4f82-9246-349d9d0a433f",8895,1120b979a4378ac32156941ed2438a29,0,2,0,0,2,9,2,423671,"5/15/2024, 5:19:28.304 PM"
"9082daa4-bd99-488f-aa9c-c25a49acf49a",6803,916c8cd2874adbb4f6322cea8d14d866,1,3,1,0,9,6,2,693503,"5/15/2024, 5:19:28.304 PM"
"b4611fb8-9c5f-42f5-9ea1-319da645ebc2",7589,b47dd13024445e9d218a3120691ee5aa,0,1,0,0,4,4,1,848305,"5/15/2024, 5:19:28.304 PM"
"76780be7-f635-4e3d-9345-538a44963b91",8764,85e08bc37d7cda6567f39ed489a879e0,1,3,1,0,1,1,0,9956,"5/15/2024, 5:19:28.304 PM"
"964bdf49-5e7e-4732-bc89-d8de65c1bc23",8144,f8b98f55c1c4311218fa2dd7f3c579a0,0,0,0,0,0,2,0,79111,"5/15/2024, 5:19:28.304 PM"
"e36577ae-c13c-4a42-a128-c23b2117fad2",1865,6ca1693198f132872ff989caa9e7b36c,0,0,0,0,1,5,0,364802,"5/15/2024, 5:19:28.304 PM"
"20a3e50f-c170-48e1-a6d8-500fb899692b",7579,1087a40c8c464e8b37b236fd213e0763,0,2,0,0,9,2,2,471780,"5/15/2024, 5:19:28.304 PM"
"6394ed3b-90ae-44d0-9044-425e60e03226",6082,f08f80f9a4ea02088139f58569972615,0,2,0,0,9,3,0,47749,"5/15/2024, 5:19:28.304 PM"
"c999b14a-2252-4c9a-9f96-3c48526866cf",8123,3379d501b8d16d3a204e105a44990175,0,1,0,0,3,2,4,329633,"5/15/2024, 5:19:28.304 PM"
"f2361f15-54b1-45ab-8e21-9010790d3976",8838,1eed40b8fd35d3531cf9bb1a60d71473,0,0,0,0,1,3,3,171574,"5/15/2024, 5:19:28.304 PM"
"0804e9bc-ac95-479b-89e0-5c1a3ebb3e75",8812,b3eac594fae78371497ab1ef747acd3a,0,1,0,0,1,1,0,49646,"5/15/2024, 5:19:28.304 PM"
"cd925c81-3fbe-48d7-a920-ea17aee37ad0",6261,85c4470c8e3c8a8f9a8b9916a1c73a3a,0,1,0,0,6,4,0,446977,"5/15/2024, 5:19:28.304 PM"
"e01357eb-ad85-403d-a850-6ea9c452e0e4",5846,c3462d4cd5278545edacb2880a40c33f,0,2,0,0,8,2,2,57622,"5/15/2024, 5:19:28.304 PM"
"a3325495-6159-4ee5-931b-18b96d76f7c4",4479,9a01ddee0e050e1dbcffa66c216af6ff,0,1,0,0,3,5,3,328766,"5/15/2024, 5:19:28.304 PM"
"7e064dbd-c81c-45df-9480-35dbd2d030f1",8685,20dc2d130cace39400751f1ba8351126,2,3,2,1,5,4,3,265854,"5/15/2024, 5:19:28.304 PM"
