_DTItemId,EmployeeId,AccountUPN,test_sum_failures,test_sum_Opened,test_sum_Clicked,test_sum_DataEntered,test_sum_Reported,real_falsepositive,real_truepositive,real_DwellTime,LastUpdatedTimeUTC
2f66e164-2f5a-4800-89e3-3d9fb00671e6,7856,3c742a964a52d3efd38900de155b4ca5,0,0,0,0,3,1,1,2435,"5/10/2024, 3:31:34.682 PM"
e5c0a523-5754-4e4d-ae76-e8b076f5f477,8202,e455e9c208917d5eac74508e9c242481,0,0,0,0,1,1,2,54879,"5/10/2024, 3:31:34.682 PM"
d2e9d9b6-a10d-4484-b6d5-467120866940,1620,0a25243d5a45eed6b471523ad776412a,0,0,0,0,3,1,0,2784,"5/10/2024, 3:31:34.682 PM"
dc425e0b-fa93-434d-912f-c8cb844145ae,4824,e2508f3b0b699e42c5e68e93b0d6b6ea,0,0,0,0,3,0,1,1837,"5/10/2024, 3:31:34.682 PM"
22b42303-22e3-48eb-8192-d604118a8aac,5920,539d1dd3594157ae3d0b29d4d0dd9ac4,0,0,0,0,2,1,0,4880,"5/10/2024, 3:31:34.682 PM"
d85905af-6eac-4137-af74-cc40ac08ac99,7169,3dfa5380fc38ba8744f6987b13f9f90b,0,0,0,0,2,1,0,18943,"5/10/2024, 3:31:34.682 PM"
592711cd-5e51-42a5-9b70-b38a7ccbb126,3981,92d6666ab734ebb9308e58c57c1c974e,0,0,0,0,2,1,0,115487,"5/10/2024, 3:31:34.682 PM"
48411ae2-cf4c-4a53-85c0-ccf4a91e6cff,6742,b6f3b99971799fe5805033859d6135c8,0,0,0,0,3,0,1,113057,"5/10/2024, 3:31:34.682 PM"
9d4168af-0688-491c-9baf-0b4a43c04c9a,1772,363a7b895049f8934e87fb6fd2a59918,0,0,0,0,0,0,1,79847,"5/10/2024, 3:31:34.682 PM"
323f20cc-f092-43e5-bb45-6dce20ee3b34,4504,05b8b8048d001547c972866707131179,0,1,0,0,0,0,2,7611,"5/10/2024, 3:31:34.682 PM"
8548e8d7-7a39-499d-81f3-29600e28726a,8849,d4103d446dd05d598a199b2a9898de5f,1,1,1,0,1,2,0,629371,"5/10/2024, 3:31:34.682 PM"
7b722796-3891-4824-91ad-d4a12de3638f,6010,9286b6163026f1e6342eeea4bb9e3148,0,0,0,0,2,0,1,0,"5/10/2024, 3:31:34.682 PM"
e3c65138-8396-465b-a049-61ab64c7ee24,7949,0cb3cf654fec14eb041a47ff27301a49,0,0,0,0,2,1,1,3533,"5/10/2024, 3:31:34.682 PM"
94a6bb9e-5cc2-4e36-85c1-945944660f6c,5626,496256814ab6579f9fa07a1809d68889,0,0,0,0,3,1,4,95587,"5/10/2024, 3:31:34.682 PM"
d8447627-1698-47d6-aba4-3e2109fde261,3471,e0721f416d6bc7678efd6d20cb616440,0,0,0,0,2,1,1,2054,"5/10/2024, 3:31:34.682 PM"
06a4b968-337a-4c5d-a4be-684642818f29,8149,2af55dd7d27e6bec88f1b08ab6d9802d,0,0,0,0,1,2,1,68733,"5/10/2024, 3:31:34.682 PM"
e7409b3f-f67a-4f34-b2aa-d3015db386bf,3833,3394c3afc7d51a1f0e9a7d7cfa82f2f4,0,0,0,0,3,0,1,73260,"5/10/2024, 3:31:34.682 PM"
c52204fc-223f-4648-9825-f4836ab8e2bc,6553,3812256eba58de301ffa5a3744bfbaa0,0,2,0,0,2,0,2,1333,"5/10/2024, 3:31:34.682 PM"
41557064-d453-4276-9804-56c1d5bdac97,5513,d1846ce265bfd45fdb2f6bad5e4cbd43,0,0,0,0,3,1,0,123564,"5/10/2024, 3:31:34.682 PM"
12b2557c-1f4d-4470-b162-14bae79ff771,7060,4268f78cf267c0afd7b1a4e9927348e8,0,0,0,0,3,0,1,832,"5/10/2024, 3:31:34.682 PM"
b5517e9c-5d26-42b4-b10f-af2a39e2f160,4878,8a58800f72c4cd0ed070b8900404ffad,0,0,0,0,2,0,1,10236,"5/10/2024, 3:31:34.682 PM"
516821f3-874d-45da-938d-bafaa7eb9cf9,1919,9b443a091e9f1958485eed4c08286359,0,0,0,0,3,0,1,85719,"5/10/2024, 3:31:34.682 PM"
dfb31eef-e6da-4f25-afb9-0f3b543134a3,4663,12a2bf52c1dab62304dc9fe9c3f77687,0,0,0,0,1,3,0,39174,"5/10/2024, 3:31:34.682 PM"
2a7861b9-901d-4f76-81da-e9f55d28e3f3,4004,c5aec7c73ace0773b4f820ed9e66239c,0,0,0,0,1,1,0,10687,"5/10/2024, 3:31:34.682 PM"
a19fc552-04ca-4388-864c-760fb7b10d6d,5259,6f21320aa616fdfe2a60bde6c5191166,0,0,0,0,2,1,0,1815,"5/10/2024, 3:31:34.682 PM"
cdc2f44d-1c59-468d-9030-9477f0ca1ba5,7182,c507c4dbdc9c6f51b35ae0bd2b91e1f6,0,0,0,0,3,0,1,365,"5/10/2024, 3:31:34.682 PM"
7c84797e-3bb4-4c3e-95b1-e8cf73f3ad44,5258,9de940e6d486d954f07c04b83b865a37,0,3,0,0,2,1,0,74485,"5/10/2024, 3:31:34.682 PM"
ba679db7-dd24-4d7c-8f09-178b26d28a8d,4590,d99a53ee3b05d9cf02614069e4de84da,0,1,0,0,3,1,0,0,"5/10/2024, 3:31:34.682 PM"
606a24da-edfb-4c50-a31b-6d03bd5e86c4,8589,1815c846934a29352597d1a53edef5df,0,0,0,0,1,0,1,4240,"5/10/2024, 3:31:34.682 PM"
65d30d94-a075-419f-bf67-bff3a70e8bc6,8836,cae47204847daa0625eabfcfa95581e4,0,0,0,0,0,1,2,6241,"5/10/2024, 3:31:34.682 PM"
d4fbda57-85d9-4aa7-982e-9f5b4303cec6,6925,e2603a257d5d9d8613dcaee5c1e95125,0,0,0,0,1,0,3,14756,"5/10/2024, 3:31:34.682 PM"
00550aed-78da-4ede-9ae3-f67d2b7d4982,7605,ebd6f601ac5f63017a67237a5c7308f5,1,1,1,0,2,1,0,2414,"5/10/2024, 3:31:34.682 PM"
dcbc140c-7bea-42e1-9269-237a00c9d1f0,8508,b2e7bccfa6203579d694038911bf5953,1,1,1,0,1,1,0,4490,"5/10/2024, 3:31:34.682 PM"
c115ca1a-deba-4146-886c-fe5568f26f3b,4794,d499d6711429a2e9bd7041154253f6fe,0,0,0,0,0,0,1,365,"5/10/2024, 3:31:34.682 PM"
f532eb89-fc20-469b-9c79-99225c17188a,5245,4cfdee07ad7a489bf21c65d4e1b83ebe,0,0,0,0,3,2,0,5040,"5/10/2024, 3:31:34.682 PM"
fe305030-095c-4778-bb4a-fbaed6284cc1,2893,88847108aebd39159bc7bd3832b4d49f,0,0,0,0,2,1,0,12952,"5/10/2024, 3:31:34.682 PM"
13ca1636-2b7f-4867-a777-d4a66dd7f98c,2900,359682d4d0d9fd1965d364aaee0a60cb,0,0,0,0,3,1,0,61598,"5/10/2024, 3:31:34.682 PM"
a2b77b42-024b-40ed-a12f-34c1ca3d182d,6396,9c85ef3783321308294cb3f4e405d1e2,0,0,0,0,3,1,0,2259,"5/10/2024, 3:31:34.682 PM"
4f28cd8b-5b2a-4ae5-a403-b5eb0a4db577,7346,8245e9d75ed8926fe4c9ff137f360fab,0,0,0,0,3,0,1,895,"5/10/2024, 3:31:34.682 PM"
a4757303-039c-4331-a776-f3ab59decbf6,6331,46ba68bf9c6d99bcb930f05d357a2555,0,0,0,0,0,1,1,87663,"5/10/2024, 3:31:34.682 PM"
228024be-8d12-41cc-83b8-a651a74409c8,7912,d6303e2706a36fbe0055a1ec23dcff3f,0,1,0,0,3,1,0,4789,"5/10/2024, 3:31:34.682 PM"
079ac2b2-05c8-4867-8edf-abc7357e570a,6962,d3501219ab6a0dd948052c0dbe78f798,0,0,0,0,3,1,0,432603,"5/10/2024, 3:31:34.682 PM"
f6e28eeb-7007-473c-892a-aa0ce3d1a2ef,7562,86d51c5d0753cf07dbf0ef49e8538380,0,0,0,0,0,0,1,4066,"5/10/2024, 3:31:34.682 PM"
bc76caf1-33e7-4931-9aa6-dc20672e3ea3,7693,79a46a784e05268390095e80323fdf5c,0,0,0,0,3,0,1,11475,"5/10/2024, 3:31:34.682 PM"
fd1ed9d5-4c32-48bd-a4af-e750b6e1de58,6535,b4481f0f00068553e9aa5a9e9aeeb94c,1,1,1,0,1,0,1,527,"5/10/2024, 3:31:34.682 PM"
9480e01c-bb4b-4521-9f77-12c1d94f0132,8771,4e52a6218cf1b8e2a51e623f2e8238bf,0,0,0,0,3,1,0,1905,"5/10/2024, 3:31:34.682 PM"
51394434-b80c-4afe-ba97-3c69fc28aca4,8885,d536e99b8629fc55a6d8617079bbd1ac,0,0,0,0,0,1,0,37858,"5/10/2024, 3:31:34.682 PM"
4c7380ad-f01a-48f8-895f-b996433dfe2f,2148,9a9ef36ab8a1414be6378b97690cf85f,0,0,0,0,0,4,2,302735,"5/10/2024, 3:31:34.682 PM"
7c9c9733-8230-4833-9253-c753d8c6eb74,8539,da63cffa961df2945ecefb551e744f90,0,1,0,0,2,8,6,173516,"5/10/2024, 3:31:34.682 PM"
75f6e9ca-d2c9-41ef-a99b-00a06229bb8a,7569,86c3196cfe8b5d1ceb606457ccc26900,0,0,0,0,0,2,0,1538,"5/10/2024, 3:31:34.682 PM"
107e711f-cfb2-4b02-94b8-522c5852ca70,6722,129abd271a1c22e6e72b8d6e988362b8,0,0,0,0,2,0,2,71419,"5/10/2024, 3:31:34.682 PM"
e2698612-f117-4ed2-9410-b0e2bbc9ecbc,7923,11521734db04084efcf71796c87c4e60,0,0,0,0,1,1,0,364211,"5/10/2024, 3:31:34.682 PM"
92bc4892-704c-4929-ac5e-bf8337b96d22,3873,1234fab5e1079aba10b5fac7da658ff9,0,3,0,0,2,0,3,89431,"5/10/2024, 3:31:34.682 PM"
fd42062e-3b82-4f1a-977c-6bdd6aac0787,2786,3d9de8961844bb7a9e863faca9f30925,0,0,0,0,1,0,1,55597,"5/10/2024, 3:31:34.682 PM"
bc42dc97-a1d1-46a9-940b-1737aa02ad35,7091,aaef0da143a62e2ec45ef7e834405bb7,0,0,0,0,2,2,0,2081,"5/10/2024, 3:31:34.682 PM"
027a930c-bf0d-4320-9fde-d5226712f15e,5746,c11f4b7221aace726cbd0693f8138d64,0,0,0,0,2,2,0,230037,"5/10/2024, 3:31:34.682 PM"
a473da32-6ac4-40a9-9278-6e9a8b05ed77,6751,4a43578c1638ec9cffa4758889c17f77,0,0,0,0,3,0,1,1882,"5/10/2024, 3:31:34.682 PM"
c2719e17-74b6-4a42-84eb-a1e2718feb71,7805,73b791b016a30044dfbe30bd1c18f3ae,0,0,0,0,3,1,3,17833,"5/10/2024, 3:31:34.682 PM"
0e62034f-9243-4bd1-acf5-785dc46300ac,8072,bc6d334274b6345c5b408bc5673cf9be,1,1,1,0,2,1,0,10526,"5/10/2024, 3:31:34.682 PM"
09849a52-3377-4b0d-bfd6-5da45d4eaf94,8159,e42996991ba39fd7270174e040598ea5,0,0,0,0,2,1,0,3761,"5/10/2024, 3:31:34.682 PM"
68230492-3122-4ccf-9ffa-865e79b49953,5461,1261432c48b6b7770b41bd36ef4fea1a,0,0,0,0,3,1,1,253292,"5/10/2024, 3:31:34.682 PM"
a13290ad-3316-494a-baf7-ec270f857826,7849,fbdf9f558e10ee383dc722e1e09110c1,0,0,0,0,1,0,3,65903,"5/10/2024, 3:31:34.682 PM"
9b906dbd-89c8-4ef0-8def-9a3bd17e6a0f,5643,e5dedc5b2ab29d8341ff0a7fec69bf8f,0,0,0,0,1,3,0,278087,"5/10/2024, 3:31:34.682 PM"
2f411249-a575-4ffd-81e2-313e14130efa,8612,97ee79e98d24296c4fd84c9f67ffc364,0,0,0,0,2,5,0,758319,"5/10/2024, 3:31:34.682 PM"
602a3073-c27b-4944-993a-441d7e9e6380,5844,81c87f1e7aa03b951983e1182f1894d3,0,0,0,0,0,3,0,339200,"5/10/2024, 3:31:34.682 PM"
e31695f8-9788-4f8a-b635-15f3f771f0e7,6065,5eca17cc5e6d13884db09680b4f02743,0,0,0,0,1,0,1,966,"5/10/2024, 3:31:34.682 PM"
4cb5ac97-26ac-476b-be0c-6457a989cbc4,8685,20dc2d130cace39400751f1ba8351126,1,1,1,0,1,2,2,254140,"5/10/2024, 3:31:34.682 PM"
4524a90d-2096-47ba-ae60-422e1840a148,6995,f7fc7a057ebf0830a6833f91e107032e,0,0,0,0,2,0,1,8959,"5/10/2024, 3:31:34.682 PM"
